seed,turn,stage,candidates,action_index,action_desc,elapsed_us,score_breakdown
1001,7,Train,8,4,智训练,40,#0 109[速训练 失败率0% 属性+39 PT+9] | #1 99[耐训练 失败率0% 属性+29 PT+9] | #2 991[力训练 失败率0% 属性+133 PT+50] | #3 234[根训练 失败率0% 属性+38 PT+15] | #4 1011[智训练 失败率0% 属性+123 PT+43] | #5 -154[休息] | #6 -185[普通外出] | #7 2468[友人外出#1 选项1 动态事件157 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]
1001,8,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,8,Train,8,2,力训练,29,#0 106[速训练 失败率0% 属性+36 PT+9] | #1 81[耐训练 失败率0% 属性+27 PT+8] | #2 908[力训练 失败率0% 属性+122 PT+46] | #3 178[根训练 失败率0% 属性+30 PT+12] | #4 605[智训练 失败率0% 属性+90 PT+28] | #5 -154[休息] | #6 -185[普通外出] | #7 2436[友人外出#1 选项1 动态事件125 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]
1001,9,Event,2,0,事件#5003 马娘事件3:  力20  /  根20 ,3,
1001,9,RamenSelect,2,0,不吃面,47,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内]
1001,9,Train,8,3,根训练,24,#0 103[速训练 失败率0% 属性+34 PT+9] | #1 178[耐训练 失败率0% 属性+37 PT+13] | #2 81[力训练 失败率0% 属性+32 PT+8] | #3 472[根训练 失败率0% 属性+60 PT+28] | #4 314[智训练 失败率0% 属性+43 PT+16] | #5 -154[休息] | #6 -185[普通外出] | #7 2487[友人外出#1 选项1 动态事件176 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]
1001,10,Event,2,0,事件#5001 马娘事件1:  速20  /  耐20 ,2,
1001,10,RamenSelect,3,0,不吃面,56,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内]
1001,10,Train,8,3,根训练,41,#0 89[速训练 失败率0% 属性+37 PT+8] | #1 83[耐训练 失败率0% 属性+31 PT+8] | #2 158[力训练 失败率0% 属性+45 PT+12] | #3 343[根训练 失败率0% 属性+52 PT+21] | #4 306[智训练 失败率0% 属性+43 PT+16] | #5 46[休息] | #6 15[普通外出] | #7 2518[友人外出#1 选项1 动态事件207 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]
1001,10,Event,2,0,事件#102 追加训练:  根5  体力-5 羁绊+5 /   体力5,2,
1001,11,RamenSelect,3,0,不吃面,13,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛] | #2 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,11,Train,1,0,比赛,0,仅1候选: 比赛
1001,12,RamenSelect,4,3,吃面/东京-智,77,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #3 1939[吃面/东京-智]
1001,12,SpecialSelect,1,0,吃面/东京-智,0,仅1候选: 吃面/东京-智
1001,12,Train,8,4,智训练,47,#0 242[速训练 失败率0% 属性+63 PT+16] | #1 104[耐训练 失败率0% 属性+37 PT+9] | #2 105[力训练 失败率0% 属性+41 PT+9] | #3 405[根训练 失败率0% 属性+67 PT+24] | #4 1808[智训练 失败率0% 属性+268 PT+83] | #5 46[休息] | #6 15[普通外出] | #7 2544[友人外出#1 选项1 动态事件233 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]
1001,12,Event,2,0,事件#102 追加训练:  智5  体力-5 羁绊+5 /   体力5,2,
1001,13,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,13,Train,9,4,智训练,38,"#0 281[速训练 失败率0% 属性+70 PT+18] | #1 330[耐训练 失败率0% 属性+56 PT+20] | #2 79[力训练 失败率0% 属性+32 PT+8] | #3 58[根训练 失败率0% 属性+27 PT+7] | #4 602[智训练 失败率0% 属性+94 PT+28] | #5 379[自选比赛(缺1场/剩22回合)+比赛(G3 五维[3, 3, 3, 3, 3]×1.45 PT+51 体力-15 折扣0.30)] | #6 46[休息] | #7 15[普通外出] | #8 2568[友人外出#1 选项1 动态事件257 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,14,Event,2,1,事件#5005 马娘事件5:  智20  /  20pt,2,
1001,14,RamenSelect,3,2,吃面/新潟-力,70,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #2 2049[吃面/新潟-力]
1001,14,SpecialSelect,1,0,吃面/新潟-力,0,仅1候选: 吃面/新潟-力
1001,14,Train,9,2,力训练,48,"#0 92[速训练 失败率0% 属性+42 PT+8] | #1 241[耐训练 失败率0% 属性+47 PT+17] | #2 648[力训练 失败率0% 属性+98 PT+30] | #3 284[根训练 失败率0% 属性+62 PT+19] | #4 508[智训练 失败率0% 属性+96 PT+22] | #5 309[自选比赛(缺1场/剩21回合)+比赛(G4 五维[1, 3, 1, 3, 1]×1.45 PT+36 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 2549[友人外出#1 选项1 动态事件238 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,15,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,15,Train,9,2,力训练,34,"#0 519[速训练 失败率0% 属性+110 PT+28] | #1 103[耐训练 失败率0% 属性+37 PT+9] | #2 624[力训练 失败率0% 属性+114 PT+33] | #3 79[根训练 失败率0% 属性+33 PT+8] | #4 513[智训练 失败率0% 属性+93 PT+22] | #5 393[自选比赛(缺1场/剩20回合)+比赛(G3 五维[3, 3, 3, 3, 3]×1.45 PT+51 体力-15 折扣0.30)] | #6 46[休息] | #7 15[普通外出] | #8 2543[友人外出#1 选项1 动态事件232 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,16,RamenSelect,2,0,不吃面,34,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,16,Train,9,5,比赛,28,"#0 49[速训练 失败率24% 属性+47 PT+8] | #1 46[耐训练 失败率22% 属性+39 PT+8] | #2 303[力训练 失败率24% 属性+106 PT+22] | #3 245[根训练 失败率26% 属性+64 PT+24] | #4 265[智训练 失败率0% 属性+49 PT+13] | #5 401[自选比赛(缺1场/剩19回合)+比赛(G3 五维[3, 3, 3, 3, 3]×1.45 PT+51 体力-15 折扣0.30)] | #6 91[休息] | #7 15[普通外出] | #8 2563[友人外出#1 选项1 动态事件252 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,16,Event,2,0,事件#4103 G3比赛:  速3 耐3 力3 根3 智3 51pt 体力-15 / [大成功] 速3 耐3 力3 根3 智3 51pt 体力-5 (33%) | [成功] 速3 耐3 力3 根3 智3 51pt 体力-20 (66%),3,
1001,17,RamenSelect,2,0,不吃面,35,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,17,Train,9,6,休息,26,"#0 128[速训练 失败率34% 属性+72 PT+16] | #1 24[耐训练 失败率32% 属性+36 PT+8] | #2 35[力训练 失败率34% 属性+53 PT+9] | #3 228[根训练 失败率31% 属性+61 PT+22] | #4 910[智训练 失败率0% 属性+184 PT+38] | #5 171[比赛(G4 五维[1, 3, 1, 3, 1]×1.45 PT+36 体力-15 折扣0.30)] | #6 103[休息] | #7 15[普通外出] | #8 2561[友人外出#1 选项1 动态事件250 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,18,RamenSelect,3,1,吃面/札幌-速,67,#0 0[不吃面] | #1 2167[吃面/札幌-速] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内]
1001,18,SpecialSelect,1,0,吃面/札幌-速,0,仅1候选: 吃面/札幌-速
1001,18,Train,9,0,速训练,45,"#0 734[速训练 失败率0% 属性+101 PT+35] | #1 238[耐训练 失败率0% 属性+62 PT+16] | #2 150[力训练 失败率0% 属性+62 PT+11] | #3 416[根训练 失败率0% 属性+84 PT+26] | #4 207[智训练 失败率0% 属性+47 PT+10] | #5 248[比赛(G3 五维[3, 3, 3, 3, 3]×1.45 PT+51 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 2451[友人外出#1 选项1 动态事件140 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,19,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,19,Train,9,4,智训练,33,"#0 127[速训练 失败率0% 属性+48 PT+10] | #1 178[耐训练 失败率0% 属性+51 PT+13] | #2 671[力训练 失败率0% 属性+132 PT+35] | #3 76[根训练 失败率0% 属性+33 PT+8] | #4 753[智训练 失败率0% 属性+125 PT+35] | #5 247[比赛(G3 五维[3, 3, 3, 3, 3]×1.45 PT+51 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 2495[友人外出#1 选项1 动态事件184 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,20,RamenSelect,2,1,吃面/札幌-速,56,#0 0[不吃面] | #1 2163[吃面/札幌-速]
1001,20,SpecialSelect,1,0,吃面/札幌-速,0,仅1候选: 吃面/札幌-速
1001,20,Train,9,0,速训练,51,"#0 681[速训练 失败率0% 属性+121 PT+29] | #1 492[耐训练 失败率0% 属性+85 PT+30] | #2 128[力训练 失败率0% 属性+57 PT+10] | #3 113[根训练 失败率0% 属性+38 PT+10] | #4 580[智训练 失败率0% 属性+120 PT+25] | #5 282[比赛(G2 五维[3, 4, 3, 4, 3]×1.45 PT+58 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 2475[友人外出#1 选项1 动态事件164 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+213]"
1001,21,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,21,Train,9,4,智训练,35,"#0 227[速训练 失败率0% 属性+68 PT+13] | #1 342[耐训练 失败率0% 属性+72 PT+22] | #2 419[力训练 失败率0% 属性+105 PT+21] | #3 93[根训练 失败率0% 属性+35 PT+9] | #4 1161[智训练 失败率0% 属性+241 PT+50] | #5 248[比赛(G3 五维[3, 3, 3, 3, 3]×1.45 PT+51 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 2294[友人外出#1 选项1 动态事件196 材料+2(库存0也不禁用) 饥饿+2028 未来+0 主动+0]"
1001,22,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,22,Train,9,2,力训练,31,"#0 110[速训练 失败率0% 属性+48 PT+9] | #1 98[耐训练 失败率0% 属性+36 PT+9] | #2 2016[力训练 失败率0% 属性+374 PT+98] | #3 343[根训练 失败率0% 属性+69 PT+22] | #4 211[智训练 失败率0% 属性+51 PT+10] | #5 357[比赛(G1 五维[4, 4, 4, 4, 4]×1.45 PT+73 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 1247[友人外出#1 选项1 动态事件163 材料+2(库存0也不禁用) 饥饿+1014 未来+0 主动+0]"
1001,22,Event,2,0,事件#102 追加训练:  力5  体力-5 羁绊+5 /   体力5,3,
1001,23,RamenSelect,2,0,不吃面,53,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内]
1001,23,Train,9,4,智训练,26,"#0 369[速训练 失败率0% 属性+99 PT+20] | #1 104[耐训练 失败率0% 属性+43 PT+9] | #2 452[力训练 失败率0% 属性+123 PT+22] | #3 212[根训练 失败率0% 属性+59 PT+15] | #4 1170[智训练 失败率0% 属性+250 PT+50] | #5 358[比赛(G1 五维[4, 4, 4, 4, 4]×1.45 PT+73 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 1275[友人外出#1 选项1 动态事件191 材料+2(库存0也不禁用) 饥饿+1014 未来+0 主动+0]"
1001,23,RegionSelect,10,8,"地区[中京-力根,阪神-耐力,小仓-智]",14,"#0 -60[[5, 6, 7]] | #1 -50[[5, 6, 8]] | #2 -40[[5, 6, 9]] | #3 -60[[5, 7, 8]] | #4 -50[[5, 7, 9]] | #5 -40[[5, 8, 9]] | #6 -40[[6, 7, 8]] | #7 -30[[6, 7, 9]] | #8 -20[[6, 8, 9]] | #9 -30[[7, 8, 9]]"
1001,24,Event,3,2,事件#4009 经典年-新年:  速25  /   体力20 /  20pt,3,
1001,24,RamenSelect,4,3,吃面/小仓-智,86,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #3 2055[吃面/小仓-智]
1001,24,SpecialSelect,4,0,吃面/小仓-智(替换Bx1),11,"#0 15[隐藏方案[0, 1, 0] 后续可做0种] | #1 9[隐藏方案[0, 1, 1] 后续可做0种] | #2 9[隐藏方案[0, 2, 0] 后续可做0种] | #3 9[隐藏方案[1, 1, 0] 后续可做0种]"
1001,24,Train,9,4,智训练,45,"#0 827[速训练 失败率0% 属性+63 PT+10] | #1 1092[耐训练 失败率0% 属性+73 PT+13] | #2 1139[力训练 失败率0% 属性+91 PT+13] | #3 2209[根训练 失败率0% 属性+80 PT+26] | #4 4111[智训练 失败率0% 属性+262 PT+42] | #5 1307[比赛(G3 五维[3, 3, 3, 3, 3]×1.45 PT+51 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 1959[友人外出#1 选项1 动态事件152 材料+2(库存1也不禁用) 饥饿+1521 未来+0 主动+213]"
1001,25,RamenSelect,2,0,不吃面,33,#0 0[不吃面：本回合基础决策不是训练] | #1 -inf[禁止吃面：本回合应先休息/外出/治病/比赛]
1001,25,Train,9,8,友人出行,27,"#0 1040[速训练 失败率0% 属性+69 PT+12] | #1 1518[耐训练 失败率0% 属性+66 PT+18] | #2 640[力训练 失败率0% 属性+56 PT+8] | #3 1060[根训练 失败率0% 属性+46 PT+13] | #4 1811[智训练 失败率0% 属性+126 PT+19] | #5 918[比赛(G4 五维[1, 3, 1, 3, 1]×1.45 PT+36 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 2002[友人外出#1 选项1 动态事件195 材料+2(库存1也不禁用) 饥饿+1521 未来+0 主动+213]"
1001,26,RamenSelect,4,2,吃面/阪神-耐力,207,#0 0[不吃面] | #1 2161[吃面/中京-力根] | #2 2165[吃面/阪神-耐力] | #3 2162[吃面/小仓-智]
1001,26,SpecialSelect,9,0,吃面/阪神-耐力,21,"#0 18[隐藏方案[0, 0, 0] 后续可做0种] | #1 13[隐藏方案[0, 0, 1] 后续可做0种] | #2 13[隐藏方案[0, 1, 0] 后续可做0种] | #3 13[隐藏方案[1, 0, 0] 后续可做0种] | #4 7[隐藏方案[0, 0, 2] 后续可做0种] | #5 7[隐藏方案[0, 1, 1] 后续可做0种] | #6 7[隐藏方案[1, 0, 1] 后续可做0种] | #7 7[隐藏方案[1, 1, 0] 后续可做0种] | #8 7[隐藏方案[2, 0, 0] 后续可做0种]"
1001,26,Train,9,2,力训练,41,"#0 737[速训练 失败率0% 属性+60 PT+9] | #1 1629[耐训练 失败率0% 属性+85 PT+15] | #2 4108[力训练 失败率0% 属性+271 PT+43] | #3 1242[根训练 失败率0% 属性+58 PT+15] | #4 4081[智训练 失败率0% 属性+260 PT+44] | #5 1307[比赛(G3 五维[3, 3, 3, 3, 3]×1.45 PT+51 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 1777[友人外出#2 选项1 动态事件1194 材料+2(库存3也不禁用) 饥饿+507 未来+0 主动+0]"
1001,27,RamenSelect,1,0,不吃面,13,仅1候选: 不吃面
1001,27,Train,9,2,力训练,33,"#0 1100[速训练 失败率0% 属性+75 PT+13] | #1 734[耐训练 失败率0% 属性+57 PT+9] | #2 2799[力训练 失败率0% 属性+190 PT+31] | #3 624[根训练 失败率0% 属性+37 PT+8] | #4 1191[智训练 失败率0% 属性+77 PT+13] | #5 919[比赛(G4 五维[1, 3, 1, 3, 1]×1.45 PT+36 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 1828[友人外出#2 选项1 动态事件1244 材料+2(库存3也不禁用) 饥饿+507 未来+0 主动+0]"
1001,28,RamenSelect,4,2,吃面/阪神-耐力,93,#0 0[不吃面] | #1 2390[吃面/中京-力根] | #2 2392[吃面/阪神-耐力] | #3 2388[吃面/小仓-智]
1001,28,SpecialSelect,4,0,吃面/阪神-耐力(替换Cx1),11,"#0 9[隐藏方案[0, 0, 1] 后续可做0种] | #1 3[隐藏方案[0, 0, 2] 后续可做0种] | #2 3[隐藏方案[0, 1, 1] 后续可做0种] | #3 3[隐藏方案[1, 0, 1] 后续可做0种]"
1001,28,Train,9,2,力训练,51,"#0 1216[速训练 失败率0% 属性+76 PT+14] | #1 1262[耐训练 失败率0% 属性+68 PT+11] | #2 4765[力训练 失败率0% 属性+342 PT+50] | #3 2056[根训练 失败率0% 属性+107 PT+24] | #4 2805[智训练 失败率0% 属性+192 PT+30] | #5 1487[比赛(G2 五维[3, 4, 3, 4, 3]×1.45 PT+58 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 2576[友人外出#2 选项1 动态事件1273 材料+2(库存2也不禁用) 饥饿+1014 未来+0 主动+213]"
1001,29,RamenSelect,1,0,不吃面,1,仅1候选: 不吃面
1001,29,Train,9,8,友人出行,43,"#0 1173[速训练 失败率7% 属性+77 PT+15] | #1 1195[耐训练 失败率5% 属性+76 PT+15] | #2 1917[力训练 失败率8% 属性+177 PT+23] | #3 1208[根训练 失败率9% 属性+68 PT+16] | #4 1103[智训练 失败率0% 属性+74 PT+12] | #5 1488[比赛(G2 五维[3, 4, 3, 4, 3]×1.45 PT+58 体力-15 折扣0.30)] | #6 66[休息] | #7 15[普通外出] | #8 2603[友人外出#2 选项1 动态事件1299 材料+2(库存2也不禁用) 饥饿+1014 未来+0 主动+213]"
1001,30,RamenSelect,3,2,吃面/小仓-智,74,#0 0[不吃面] | #1 2491[吃面/阪神-耐力] | #2 2495[吃面/小仓-智]
1001,30,SpecialSelect,1,0,吃面/小仓-智(替换Bx2),2,仅1候选: 吃面/小仓-智(替换Bx2)
1001,30,Train,9,4,智训练,53,"#0 745[速训练 失败率0% 属性+70 PT+9] | #1 1191[耐训练 失败率0% 属性+90 PT+14] | #2 4461[力训练 失败率0% 属性+373 PT+48] | #3 721[根训练 失败率0% 属性+50 PT+9] | #4 10329[智训练 失败率0% 属性+717 PT+109] | #5 1875[比赛(G1 五维[4, 4, 4, 4, 4]×1.45 PT+73 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 3659[友人外出#3 选项2 动态事件2354 材料+2(库存2也不禁用) 饥饿+1014 未来+0 主动+213]"
1001,30,Event,2,0,事件#102 追加训练:  智5  体力-5 羁绊+5 /   体力5,3,
1001,31,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,31,Train,9,4,智训练,35,"#0 652[速训练 失败率0% 属性+63 PT+8] | #1 1362[耐训练 失败率0% 属性+84 PT+16] | #2 3533[力训练 失败率0% 属性+263 PT+39] | #3 632[根训练 失败率0% 属性+47 PT+8] | #4 3915[智训练 失败率0% 属性+390 PT+40] | #5 1489[比赛(G2 五维[3, 4, 3, 4, 3]×1.45 PT+58 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 3661[友人外出#3 选项2 动态事件2355 材料+2(库存2也不禁用) 饥饿+1014 未来+0 主动+213]"
1001,32,RamenSelect,4,3,吃面/小仓-智,82,#0 0[不吃面] | #1 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #2 -inf[禁止吃面：吃完后最优训练位不在该面 at_trains 内] | #3 2666[吃面/小仓-智]
1001,32,SpecialSelect,4,0,吃面/小仓-智(替换Bx1),11,"#0 5[隐藏方案[0, 1, 0] 后续可做0种] | #1 -0[隐藏方案[0, 1, 1] 后续可做0种] | #2 -0[隐藏方案[0, 2, 0] 后续可做0种] | #3 -0[隐藏方案[1, 1, 0] 后续可做0种]"
1001,32,Train,9,4,智训练,46,"#0 1388[速训练 失败率0% 属性+110 PT+16] | #1 1536[耐训练 失败率0% 属性+96 PT+18] | #2 1344[力训练 失败率0% 属性+134 PT+15] | #3 807[根训练 失败率0% 属性+52 PT+10] | #4 14208[智训练 失败率0% 属性+1362 PT+147] | #5 1877[比赛(G1 五维[4, 4, 4, 4, 4]×1.45 PT+73 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 4168[友人外出#3 选项2 动态事件2355 材料+2(库存1也不禁用) 饥饿+1521 未来+0 主动+213]"
1001,32,Event,2,0,事件#102 追加训练:  智5  体力-5 羁绊+5 /   体力5,2,
1001,33,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,33,Train,9,5,比赛,32,"#0 1211[速训练 失败率0% 属性+112 PT+14] | #1 650[耐训练 失败率0% 属性+62 PT+8] | #2 658[力训练 失败率0% 属性+88 PT+8] | #3 632[根训练 失败率0% 属性+48 PT+8] | #4 943[智训练 失败率0% 属性+92 PT+10] | #5 1876[比赛(G1 五维[4, 4, 4, 4, 4]×1.45 PT+73 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 3962[友人外出#3 选项2 动态事件2363 材料+2(库存1也不禁用) 饥饿+1521 未来+0 主动+0]"
1001,33,Event,2,0,事件#4101 G1比赛:  速4 耐4 力4 根4 智4 73pt 体力-15 / [大成功] 速4 耐4 力4 根4 智4 73pt 体力-5 (33%) | [成功] 速4 耐4 力4 根4 智4 73pt 体力-20 (66%),2,
1001,34,RamenSelect,1,0,不吃面,0,仅1候选: 不吃面
1001,34,Train,9,4,智训练,31,"#0 842[速训练 失败率0% 属性+84 PT+10] | #1 825[耐训练 失败率0% 属性+67 PT+10] | #2 1995[力训练 失败率0% 属性+174 PT+22] | #3 1117[根训练 失败率0% 属性+69 PT+13] | #4 6071[智训练 失败率0% 属性+496 PT+64] | #5 1876[比赛(G1 五维[4, 4, 4, 4, 4]×1.45 PT+73 体力-15 折扣0.30)] | #6 -154[休息] | #7 -185[普通外出] | #8 2950[友人外出#3 选项2 动态事件2364 材料+2(库存1也不禁用) 饥饿+507 未来+0 主动+0]"
